incident_id,alignment,numEvent
INC0015167,[S]N;[L]N;[S]A;[S]A;[L]W;[L]W;[S]W;[S]R;[S]C;,9
INC0015168,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015169,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015170,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015171,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015173,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015174,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015175,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015176,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015177,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015178,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015179,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015180,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015181,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,19
INC0015184,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015185,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015186,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015187,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015188,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015189,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015190,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015191,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015192,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015193,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015194,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015195,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015196,[S]N;[L]N;[S]A;[S]A;[L]W;[S]W;[L]A;[L]A;[S]R;[S]C;,10
INC0015198,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015199,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015200,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015201,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015202,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015203,[L]N;[S]N;[M]A;[S]W;[S]R;[S]C;,5
INC0015204,[M]N;[S]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0015205,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015206,[S]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,12
INC0015208,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015209,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015210,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015211,[S]N;[M]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0015212,[M]N;[L]W;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0015213,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015214,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015215,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015216,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015217,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015218,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015219,[M]N;[S]A;[S]W;[L]W;[S]R;[S]C;,5
INC0015220,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0015221,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[M]A;[M]W;[S]R;[S]C;,9
INC0015222,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015223,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015224,[S]N;[L]N;[L]N;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,9
INC0015225,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015226,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015229,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015230,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015231,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015232,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015233,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015234,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015235,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,8
INC0015236,[L]N;[L]N;[S]N;[M]A;[S]W;[L]W;[L]W;[L]W;[S]R;[S]C;,9
INC0015237,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015240,[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,5
INC0015241,[S]N;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,7
INC0015242,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015244,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015245,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015246,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015247,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015248,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015249,[S]N;[L]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,8
INC0015250,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015251,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015252,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015255,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015256,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015257,[L]N;[S]N;[L]N;[L]A;[S]A;[S]A;[S]R;[S]C;,8
INC0015258,[L]N;[S]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]A;[S]A;[L]A;[S]A;[L]A;[L]R;[S]R;[S]C;,15
INC0015259,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015261,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015263,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015264,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015266,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015267,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015268,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015269,[S]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,7
INC0015270,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015271,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015273,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015274,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0015276,[M]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,6
INC0015277,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015278,[S]N;[L]N;[L]N;[L]N;[M]A;[S]A;[S]R;[S]C;,7
INC0015279,[S]N;[S]A;[L]A;[L]A;[S]A;[S]W;[L]W;[S]R;[S]C;,9
INC0015281,[S]N;[S]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,8
INC0015282,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015283,[S]N;[L]A;[S]A;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[S]W;[L]W;[S]R;[S]C;,14
INC0015284,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015287,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0015289,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015290,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015293,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015294,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015295,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015296,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015298,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015300,[S]N;[L]A;[S]A;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[S]W;[L]W;[S]R;[S]C;,14
INC0015302,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015304,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015305,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015306,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015307,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015308,[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,9
INC0015309,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015310,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015311,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015312,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015313,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015314,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015316,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015317,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015318,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015319,[L]N;[L]N;[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,7
INC0015321,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015322,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0015323,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,11
INC0015324,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015325,[S]N;[L]N;[L]N;[S]A;[L]A;[L]A;[S]A;[L]A;[L]W;[S]W;[S]R;[S]C;,12
INC0015326,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015327,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015328,[L]N;[S]N;[L]W;[M]A;[L]W;[S]A;[S]R;[L]R;[S]C;,8
INC0015329,[S]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,7
INC0015330,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015331,[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[S]R;[S]C;,7
INC0015332,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015333,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015334,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015335,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015336,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015337,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015338,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015341,[L]N;[L]N;[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,7
INC0015342,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015343,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015346,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015347,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015348,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015351,[S]N;[M]A;[S]W;[S]R;[S]C;,4
INC0015352,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[S]W;[L]W;[S]R;[S]C;,15
INC0015353,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015354,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015355,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015356,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015358,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015360,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015361,[S]N;[M]A;[S]W;[S]R;[S]C;,4
INC0015362,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015363,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015364,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015365,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015366,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015367,[L]N;[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]W;[S]W;[S]R;[S]C;,13
INC0015368,[S]N;[M]A;[S]W;[S]R;[S]C;,4
INC0015369,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015370,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015371,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015372,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015373,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015374,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015375,[L]N;[S]N;[M]A;[S]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,10
INC0015376,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015379,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015380,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015381,[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[S]R;[S]C;,7
INC0015382,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015383,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015384,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015387,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015389,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,14
INC0015390,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015391,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0015392,[S]N;[L]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,8
INC0015393,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015395,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015396,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015397,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0015398,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]W;[S]W;[S]R;[S]C;,11
INC0015399,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[M]A;[M]W;[S]R;[S]C;,9
INC0015401,[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[S]A;[S]R;[S]C;,9
INC0015402,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015403,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015404,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015405,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,21
INC0015406,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015407,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015411,[M]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]W;[L]W;[L]W;[S]R;[S]C;,15
INC0015412,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015413,[S]N;[L]W;[S]A;[S]A;[L]W;[S]W;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,13
INC0015414,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015415,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015416,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0015418,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015419,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015421,[S]N;[S]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,8
INC0015423,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015424,[S]N;[L]W;[L]W;[S]A;[S]A;[S]R;[S]C;,7
INC0015425,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015426,[S]N;[S]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,11
INC0015427,[L]N;[L]N;[S]N;[M]A;[S]W;[S]R;[S]C;,6
INC0015428,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]W;[L]W;[S]W;[S]R;[S]C;,10
INC0015429,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015431,[S]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,7
INC0015432,[S]N;[S]A;[L]A;[S]A;[S]W;[L]W;[S]R;[S]C;,8
INC0015433,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015434,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015435,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015436,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015437,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015439,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0015440,[S]N;[M]A;[S]W;[S]R;[S]C;,4
INC0015442,[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,5
INC0015443,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015444,[S]N;[L]N;[L]W;[S]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[S]W;[S]R;[S]C;,14
INC0015445,[S]N;[L]A;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,8
INC0015446,[S]N;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,8
INC0015448,[S]N;[S]A;[L]W;[L]W;[S]W;[L]W;[S]R;[S]C;,8
INC0015449,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015450,[S]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,7
INC0015451,[S]N;[S]A;[L]A;[S]A;[S]R;[S]C;,6
INC0015453,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015455,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015456,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015460,[L]N;[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,6
INC0015461,[S]N;[M]A;[L]W;[L]W;[S]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,10
INC0015462,[L]N;[L]N;[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,7
INC0015464,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015465,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015467,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015468,[L]N;[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[S]R;[S]C;,8
INC0015470,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015471,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015472,[L]N;[S]N;[M]A;[M]W;[S]R;[L]R;[S]C;,5
INC0015473,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015477,[S]N;[L]A;[S]A;[S]A;[S]W;[L]W;[L]A;[L]A;[L]A;[S]R;[S]C;,11
INC0015478,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015479,[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,6
INC0015482,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015483,[M]N;[L]A;[S]A;[S]A;[S]W;[L]W;[L]W;[S]R;[S]C;,8
INC0015486,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015490,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0015495,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015496,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015497,[S]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,7
INC0015498,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015500,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015501,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015502,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015503,[S]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,7
INC0015504,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015506,[L]N;[S]N;[M]A;[L]W;[L]W;[S]W;[L]W;[L]W;[S]R;[S]C;,9
INC0015507,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015509,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015510,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015511,[M]N;[S]A;[S]W;[S]R;[S]C;,4
INC0015513,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015515,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015516,[S]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,12
INC0015517,[S]N;[S]A;[S]A;[S]R;[S]C;,5
INC0015519,[S]N;[L]A;[L]R;[S]A;[S]A;[S]R;[S]C;,7
INC0015520,[L]N;[S]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,16
INC0015521,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015524,[S]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,7
INC0015525,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015526,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015527,[L]N;[S]N;[S]A;[S]A;[S]W;[S]R;[S]C;,7
INC0015528,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015529,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015530,[S]N;[L]W;[L]W;[S]A;[S]A;[L]W;[S]W;[L]W;[S]R;[S]C;,10
INC0015531,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015532,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015533,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015534,[S]N;[S]A;[S]W;[S]R;[S]C;,5
INC0015535,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0015536,[M]N;[S]A;[S]A;[S]R;[S]C;,4
INC0015537,[S]N;[L]N;[L]N;[L]N;[M]A;[L]N;[S]W;[S]R;[S]C;,8
INC0015538,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015540,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015541,[S]N;[M]A;[S]A;[S]R;[S]C;,4
INC0015542,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015543,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015544,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[S]A;[S]A;[S]R;[S]C;,12
INC0015545,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0015546,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015547,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015548,[S]N;[L]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,8
INC0015549,[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,5
INC0015550,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015552,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015553,[S]N;[L]A;[L]A;[S]A;[S]A;[S]R;[S]C;,7
INC0015554,[M]N;[L]A;[S]A;[S]A;[S]R;[S]C;,5
INC0015555,[S]N;[L]N;[M]A;[L]N;[M]W;[L]N;[L]N;[S]R;[S]C;,7
INC0015556,[S]N;[L]N;[L]A;[S]A;[S]A;[S]W;[L]W;[S]R;[S]C;,9
INC0015557,[S]N;[S]A;[L]W;[S]A;[L]A;[S]R;[S]C;,7
INC0015559,[L]N;[S]N;[L]A;[S]A;[S]A;[S]W;[L]A;[L]A;[S]R;[S]C;,10
INC0015560,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015562,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015563,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015564,[L]N;[L]N;[S]N;[S]A;[S]A;[S]W;[S]R;[S]C;,8
INC0015565,[S]N;[L]N;[M]A;[S]A;[S]R;[S]C;,5
INC0015566,[L]N;[S]N;[M]A;[M]W;[S]R;[S]C;,4
INC0015567,[L]N;[L]N;[S]N;[S]A;[S]A;[S]R;[S]C;,7
INC0015568,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015569,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015570,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015571,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[M]A;[M]W;[S]R;[S]C;,9
INC0015572,[L]N;[L]N;[S]N;[L]N;[M]A;[M]W;[S]R;[S]C;,6
INC0015573,[L]N;[S]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,12
INC0015575,[M]N;[M]A;[M]W;[S]R;[S]C;,2
INC0015579,[S]N;[M]A;[M]W;[S]R;[S]C;,3
INC0015580,[S]N;[L]N;[L]N;[S]A;[S]A;[L]W;[S]W;[S]R;[S]C;,9
INC0015581,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]W;[S]R;[S]C;,10
INC0015582,[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,5
INC0015584,[S]N;[L]W;[L]A;[S]A;[L]A;[S]A;[S]W;[S]R;[S]C;,9
INC0015587,[M]N;[S]A;[L]A;[L]A;[L]A;[S]A;[S]W;[L]W;[L]W;[S]R;[S]C;,10
INC0015589,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015590,[S]N;[M]A;[S]W;[L]W;[S]R;[S]C;,5
INC0015591,[M]N;[M]A;[S]A;[S]R;[S]C;,3
INC0015592,[S]N;[M]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0015593,[S]N;[M]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0015594,[S]N;[M]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0015595,[S]N;[M]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
INC0015596,[S]N;[M]A;[S]W;[L]W;[L]W;[S]R;[S]C;,6
