incident_id,impact,urgency,priority,category,openTs,closeTs,reassignment,reopen,updates
INC0002055,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 15:43,9/3/2016 15:00,0,0,11
INC0002056,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 15:43,9/3/2016 10:00,1,0,6
INC0002057,2 - Medium,2 - Medium,3 - Moderate,Category 46,3/3/2016 15:45,4/4/2016 09:59,5,0,16
INC0002058,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 15:46,24/3/2016 18:59,1,0,11
INC0002059,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 15:46,24/3/2016 18:59,0,0,4
INC0002060,2 - Medium,2 - Medium,3 - Moderate,Category 44,3/3/2016 15:47,9/3/2016 17:00,1,0,8
INC0002061,2 - Medium,2 - Medium,3 - Moderate,Category 32,3/3/2016 15:48,8/3/2016 16:00,0,0,2
INC0002062,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 15:49,24/3/2016 18:40,1,0,7
INC0002063,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 15:53,9/3/2016 11:00,2,0,6
INC0002064,2 - Medium,2 - Medium,3 - Moderate,Category 9,3/3/2016 15:54,24/3/2016 18:40,1,0,8
INC0002066,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 15:58,26/3/2016 17:59,1,0,12
INC0002068,2 - Medium,2 - Medium,3 - Moderate,Category 44,3/3/2016 16:02,9/3/2016 09:00,1,0,7
INC0002069,2 - Medium,2 - Medium,3 - Moderate,Category 32,3/3/2016 16:03,24/3/2016 18:40,1,1,9
INC0002070,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 16:06,24/3/2016 18:40,2,0,5
INC0002071,2 - Medium,2 - Medium,3 - Moderate,Category 32,3/3/2016 16:07,24/3/2016 18:40,3,0,10
INC0002072,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 16:07,26/3/2016 15:59,1,0,9
INC0002074,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 16:10,9/3/2016 11:00,0,0,5
INC0002075,2 - Medium,2 - Medium,3 - Moderate,Category 32,3/3/2016 16:10,31/3/2016 15:59,3,1,17
INC0002076,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 16:11,9/3/2016 11:00,0,0,3
INC0002077,2 - Medium,2 - Medium,3 - Moderate,Category 7,3/3/2016 16:11,1/5/2016 09:07,0,0,21
INC0002078,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 16:12,24/3/2016 18:40,2,0,11
INC0002079,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 16:14,8/3/2016 17:00,0,0,3
INC0002080,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 16:15,26/3/2016 12:59,7,0,25
INC0002081,2 - Medium,2 - Medium,3 - Moderate,Category 24,3/3/2016 16:15,8/3/2016 18:00,0,0,3
INC0002082,2 - Medium,2 - Medium,3 - Moderate,Category 55,3/3/2016 16:16,24/3/2016 18:50,0,0,4
INC0002083,2 - Medium,2 - Medium,3 - Moderate,Category 46,3/3/2016 16:18,24/3/2016 18:50,2,0,10
INC0002086,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 16:23,6/4/2016 10:59,0,0,13
INC0002089,2 - Medium,2 - Medium,3 - Moderate,Category 46,3/3/2016 16:26,25/6/2016 11:00,1,0,54
INC0002090,2 - Medium,2 - Medium,3 - Moderate,Category 24,3/3/2016 16:27,24/3/2016 18:59,0,0,9
INC0002093,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 16:29,8/3/2016 23:00,0,0,3
INC0002094,2 - Medium,2 - Medium,3 - Moderate,Category 9,3/3/2016 16:30,8/3/2016 18:00,1,0,5
INC0002095,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 16:32,8/3/2016 17:00,0,0,3
INC0002096,2 - Medium,2 - Medium,3 - Moderate,Category 37,3/3/2016 16:34,9/3/2016 17:00,0,0,3
INC0002097,2 - Medium,2 - Medium,3 - Moderate,Category 9,3/3/2016 16:36,24/3/2016 18:40,0,0,4
INC0002099,2 - Medium,2 - Medium,3 - Moderate,Category 34,3/3/2016 16:37,3/7/2016 11:00,6,0,54
INC0002100,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 16:38,24/3/2016 18:40,0,0,8
INC0002104,2 - Medium,2 - Medium,3 - Moderate,Category 34,3/3/2016 16:42,3/7/2016 11:00,6,0,49
INC0002107,2 - Medium,2 - Medium,3 - Moderate,Category 34,3/3/2016 16:43,26/3/2016 11:59,4,0,11
INC0002108,2 - Medium,2 - Medium,3 - Moderate,Category 34,3/3/2016 16:43,8/3/2016 18:00,1,0,3
INC0002110,2 - Medium,2 - Medium,3 - Moderate,Category 37,3/3/2016 16:46,9/3/2016 17:00,0,0,6
INC0002112,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 16:48,9/3/2016 12:00,1,0,9
INC0002113,2 - Medium,2 - Medium,3 - Moderate,Category 24,3/3/2016 16:48,9/3/2016 11:00,1,0,5
INC0002115,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 16:53,8/3/2016 18:00,0,0,3
INC0002116,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 16:53,24/3/2016 18:40,0,0,6
INC0002117,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 16:54,24/3/2016 18:40,2,0,8
INC0002119,2 - Medium,2 - Medium,3 - Moderate,Category 37,3/3/2016 16:56,17/4/2016 13:07,3,0,21
INC0002120,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 16:57,24/3/2016 18:59,0,0,8
INC0002122,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 16:59,24/3/2016 18:40,1,0,4
INC0002123,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:00,24/3/2016 18:40,0,0,8
INC0002124,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 17:06,9/3/2016 13:00,3,0,9
INC0002126,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:07,24/3/2016 18:40,1,0,5
INC0002127,3 - Low,3 - Low,4 - Low,Category 37,3/3/2016 17:08,24/3/2016 18:50,0,0,10
INC0002129,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:10,10/5/2016 18:07,5,4,49
INC0002130,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:11,24/3/2016 18:40,1,0,5
INC0002131,2 - Medium,2 - Medium,3 - Moderate,Category 23,3/3/2016 17:12,24/3/2016 18:59,0,0,8
INC0002132,2 - Medium,2 - Medium,3 - Moderate,Category 22,3/3/2016 17:17,5/4/2016 10:59,0,0,15
INC0002133,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 17:17,24/3/2016 18:40,0,0,4
INC0002134,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 17:21,24/3/2016 18:40,3,0,7
INC0002138,2 - Medium,2 - Medium,3 - Moderate,Category 34,3/3/2016 17:25,5/6/2016 16:07,7,0,39
INC0002139,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 17:26,9/3/2016 15:00,0,0,3
INC0002140,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:28,24/3/2016 18:40,1,0,8
INC0002141,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:31,24/3/2016 18:40,2,0,6
INC0002142,2 - Medium,2 - Medium,3 - Moderate,Category 44,3/3/2016 17:32,26/3/2016 15:59,7,0,24
INC0002143,2 - Medium,2 - Medium,3 - Moderate,Category 61,3/3/2016 17:33,2/4/2016 09:59,4,0,17
INC0002145,2 - Medium,2 - Medium,3 - Moderate,Category 22,3/3/2016 17:36,8/5/2016 10:07,4,0,26
INC0002150,2 - Medium,2 - Medium,3 - Moderate,Category 32,3/3/2016 17:39,8/3/2016 19:00,0,0,6
INC0002151,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 17:39,3/5/2016 17:07,2,0,32
INC0002155,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 17:53,24/3/2016 18:59,3,0,10
INC0002156,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 17:54,24/3/2016 18:50,1,0,8
INC0002158,2 - Medium,2 - Medium,3 - Moderate,Category 37,3/3/2016 17:58,24/3/2016 18:40,4,0,9
INC0002159,2 - Medium,2 - Medium,3 - Moderate,Category 23,3/3/2016 17:59,8/3/2016 19:00,0,0,1
INC0002161,2 - Medium,2 - Medium,3 - Moderate,Category 24,3/3/2016 18:05,27/3/2016 14:59,0,0,10
INC0002162,2 - Medium,2 - Medium,3 - Moderate,Category 42,3/3/2016 18:06,9/3/2016 10:00,0,0,2
INC0002163,2 - Medium,2 - Medium,3 - Moderate,Category 42,3/3/2016 18:06,9/3/2016 18:00,1,0,4
INC0002164,2 - Medium,2 - Medium,3 - Moderate,Category 51,3/3/2016 18:13,24/3/2016 18:59,5,0,12
INC0002166,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 18:23,9/3/2016 09:00,0,0,3
INC0002167,2 - Medium,2 - Medium,3 - Moderate,Category 32,3/3/2016 18:24,24/3/2016 18:59,0,0,8
INC0002168,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 18:27,27/3/2016 15:59,0,0,10
INC0002169,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 18:38,9/3/2016 09:00,0,0,5
INC0002171,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 18:44,8/3/2016 20:00,0,0,1
INC0002172,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 18:55,8/3/2016 20:00,0,0,3
INC0002173,2 - Medium,2 - Medium,3 - Moderate,Category 40,3/3/2016 18:56,8/3/2016 19:00,0,0,2
INC0002175,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 19:08,9/3/2016 17:00,0,0,6
INC0002176,2 - Medium,2 - Medium,3 - Moderate,Category 45,3/3/2016 19:08,24/3/2016 18:59,4,0,12
INC0002178,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 19:21,9/3/2016 15:00,1,0,4
INC0002180,2 - Medium,2 - Medium,3 - Moderate,Category 20,3/3/2016 19:26,8/3/2016 21:00,0,0,3
INC0002181,2 - Medium,2 - Medium,3 - Moderate,Category 46,3/3/2016 19:35,24/3/2016 18:59,4,0,16
INC0002183,2 - Medium,2 - Medium,3 - Moderate,Category 9,3/3/2016 19:52,24/3/2016 18:40,1,0,6
INC0002188,2 - Medium,2 - Medium,3 - Moderate,Category 40,3/3/2016 20:38,24/3/2016 18:40,2,0,7
INC0002190,2 - Medium,2 - Medium,3 - Moderate,Category 26,3/3/2016 21:18,24/3/2016 18:59,1,0,12
INC0002192,2 - Medium,2 - Medium,3 - Moderate,Category 53,3/3/2016 23:07,9/3/2016 10:00,1,0,4
INC0002202,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 00:02,9/3/2016 01:00,0,0,2
INC0002204,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 00:15,9/3/2016 01:00,0,0,2
INC0002205,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 00:27,24/3/2016 18:40,4,0,8
INC0002208,1 - High,1 - High,1 - Critical,Category 37,4/3/2016 00:41,24/3/2016 18:59,1,0,11
INC0002211,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 00:46,9/3/2016 19:00,0,0,3
INC0002214,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 01:13,9/3/2016 02:00,0,0,2
INC0002216,2 - Medium,2 - Medium,3 - Moderate,Category 37,4/3/2016 02:49,24/3/2016 18:40,1,0,11
INC0002218,2 - Medium,2 - Medium,3 - Moderate,Category 40,4/3/2016 02:55,9/3/2016 04:00,0,0,3
INC0002224,2 - Medium,2 - Medium,3 - Moderate,Category 40,4/3/2016 04:35,4/3/2016 05:54,0,0,2
INC0002227,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 06:09,24/3/2016 18:50,2,0,17
INC0002231,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 06:20,9/3/2016 15:00,1,0,4
INC0002232,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 06:38,27/3/2016 08:59,3,0,18
INC0002234,2 - Medium,2 - Medium,3 - Moderate,Category 23,4/3/2016 06:45,24/3/2016 18:40,2,0,5
INC0002239,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 07:24,9/3/2016 16:00,1,0,9
INC0002240,2 - Medium,2 - Medium,3 - Moderate,Category 37,4/3/2016 07:26,27/3/2016 15:59,2,0,10
INC0002243,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 07:28,24/3/2016 18:50,1,0,5
INC0002246,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 07:34,9/3/2016 15:00,1,0,7
INC0002250,2 - Medium,2 - Medium,3 - Moderate,Category 51,4/3/2016 07:49,24/3/2016 18:40,1,0,4
INC0002251,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 07:52,9/3/2016 11:00,1,0,4
INC0002252,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 08:05,24/3/2016 18:59,0,0,10
INC0002253,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 08:07,9/3/2016 11:00,1,0,3
INC0002254,2 - Medium,2 - Medium,3 - Moderate,Category 24,4/3/2016 08:08,24/3/2016 18:50,0,0,5
INC0002255,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 08:10,24/3/2016 18:59,1,0,9
INC0002256,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 08:14,9/3/2016 09:00,0,0,2
INC0002257,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 08:14,10/3/2016 16:00,0,0,2
INC0002258,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 08:15,24/3/2016 18:59,5,0,15
INC0002261,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 08:22,24/3/2016 18:50,2,0,8
INC0002262,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 08:26,9/3/2016 09:00,0,0,3
INC0002264,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 08:30,9/3/2016 09:00,0,0,2
INC0002265,3 - Low,3 - Low,4 - Low,Category 45,4/3/2016 08:30,9/3/2016 13:00,0,0,2
INC0002266,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 08:31,9/3/2016 12:00,0,0,2
INC0002270,2 - Medium,2 - Medium,3 - Moderate,Category 34,4/3/2016 08:37,23/5/2016 11:07,0,0,6
INC0002274,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 08:39,24/3/2016 18:50,1,0,7
INC0002275,1 - High,2 - Medium,2 - High,Category 32,4/3/2016 08:40,9/3/2016 17:00,2,0,4
INC0002276,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 08:40,24/3/2016 18:40,1,0,7
INC0002277,2 - Medium,2 - Medium,3 - Moderate,Category 42,4/3/2016 08:42,24/3/2016 18:50,2,0,9
INC0002278,2 - Medium,2 - Medium,3 - Moderate,Category 55,4/3/2016 08:45,9/3/2016 10:00,0,0,2
INC0002280,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 08:46,24/3/2016 18:59,3,1,16
INC0002281,2 - Medium,2 - Medium,3 - Moderate,Category 8,4/3/2016 08:47,2/4/2016 08:59,1,0,12
INC0002282,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 08:48,24/3/2016 18:40,0,0,11
INC0002283,3 - Low,2 - Medium,4 - Low,Category 53,4/3/2016 08:53,9/3/2016 17:00,0,0,7
INC0002284,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 08:53,9/3/2016 12:00,1,0,5
INC0002285,3 - Low,3 - Low,4 - Low,Category 45,4/3/2016 08:53,17/5/2016 18:07,4,0,31
INC0002286,2 - Medium,2 - Medium,3 - Moderate,Category 34,4/3/2016 08:54,18/7/2016 12:00,3,0,48
INC0002288,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 08:57,24/3/2016 18:50,1,0,6
INC0002289,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 08:57,24/3/2016 18:59,3,0,13
INC0002290,1 - High,2 - Medium,2 - High,Category 46,4/3/2016 08:58,2/4/2016 09:59,0,0,12
INC0002291,3 - Low,3 - Low,4 - Low,Category 42,4/3/2016 08:59,9/3/2016 16:00,1,0,3
INC0002294,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 09:01,24/3/2016 18:40,0,0,3
INC0002295,2 - Medium,1 - High,2 - High,Category 45,4/3/2016 09:02,24/3/2016 18:40,1,0,3
INC0002298,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 09:13,24/3/2016 18:59,2,0,14
INC0002299,3 - Low,3 - Low,4 - Low,Category 45,4/3/2016 09:16,17/5/2016 18:07,0,0,27
INC0002301,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 09:18,9/3/2016 12:00,1,0,5
INC0002303,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 09:19,24/3/2016 18:50,1,0,7
INC0002304,2 - Medium,2 - Medium,3 - Moderate,Category 40,4/3/2016 09:20,24/3/2016 18:59,1,0,7
INC0002305,2 - Medium,2 - Medium,3 - Moderate,Category 57,4/3/2016 09:22,27/8/2016 12:00,0,0,72
INC0002307,2 - Medium,2 - Medium,3 - Moderate,Category 37,4/3/2016 09:23,24/3/2016 18:40,1,0,5
INC0002308,3 - Low,3 - Low,4 - Low,Category 45,4/3/2016 09:25,24/3/2016 18:59,3,0,13
INC0002309,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 09:26,4/4/2016 16:18,2,0,19
INC0002312,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 09:32,9/3/2016 10:00,0,0,4
INC0002313,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 09:34,27/3/2016 12:59,1,0,12
INC0002314,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 09:35,23/5/2016 11:07,1,0,4
INC0002316,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 09:38,9/3/2016 18:00,1,0,8
INC0002317,2 - Medium,2 - Medium,3 - Moderate,Category 44,4/3/2016 09:38,24/3/2016 18:50,2,0,7
INC0002318,2 - Medium,2 - Medium,3 - Moderate,Category 46,4/3/2016 09:42,24/3/2016 18:59,1,0,10
INC0002319,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 09:42,24/3/2016 18:40,0,0,6
INC0002320,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 09:43,23/5/2016 11:07,1,0,7
INC0002321,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 09:44,24/3/2016 18:40,1,0,5
INC0002322,2 - Medium,2 - Medium,3 - Moderate,Category 55,4/3/2016 09:44,24/3/2016 18:40,0,0,4
INC0002323,3 - Low,3 - Low,4 - Low,Category 32,4/3/2016 09:44,9/3/2016 12:00,0,0,3
INC0002325,1 - High,1 - High,1 - Critical,Category 45,4/3/2016 09:46,14/3/2016 10:00,1,0,13
INC0002326,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 09:46,24/3/2016 18:40,1,0,5
INC0002329,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 09:48,18/10/2016 12:00,0,0,3
INC0002332,2 - Medium,2 - Medium,3 - Moderate,Category 34,4/3/2016 09:51,3/7/2016 11:00,6,0,50
INC0002334,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 09:54,9/3/2016 11:00,0,0,3
INC0002335,2 - Medium,2 - Medium,3 - Moderate,Category 24,4/3/2016 09:55,24/3/2016 18:40,1,0,6
INC0002336,3 - Low,3 - Low,4 - Low,Category 34,4/3/2016 09:56,3/7/2016 10:00,7,0,48
INC0002337,2 - Medium,2 - Medium,3 - Moderate,Category 40,4/3/2016 09:59,27/3/2016 10:59,1,0,8
INC0002339,2 - Medium,2 - Medium,3 - Moderate,Category 24,4/3/2016 10:00,26/3/2016 15:59,1,0,10
INC0002340,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 10:00,24/3/2016 18:40,1,0,4
INC0002341,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 10:02,24/3/2016 18:40,0,0,6
INC0002343,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 10:02,9/3/2016 16:00,0,0,2
INC0002344,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:03,9/3/2016 12:00,0,0,3
INC0002345,2 - Medium,2 - Medium,3 - Moderate,Category 43,4/3/2016 10:03,9/3/2016 18:00,2,0,4
INC0002347,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:05,9/3/2016 11:00,0,0,3
INC0002348,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 10:06,9/3/2016 11:00,1,0,3
INC0002349,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:06,9/3/2016 11:00,0,0,3
INC0002350,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 10:08,5/4/2016 09:59,3,0,18
INC0002352,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:09,27/3/2016 09:59,6,0,19
INC0002353,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 10:09,24/3/2016 18:40,0,0,4
INC0002354,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 10:10,9/3/2016 11:00,0,0,2
INC0002356,2 - Medium,2 - Medium,3 - Moderate,Category 24,4/3/2016 10:12,24/3/2016 18:50,0,0,5
INC0002357,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 10:12,9/3/2016 16:00,1,0,3
INC0002358,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 10:13,24/3/2016 18:40,1,0,4
INC0002361,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:17,24/3/2016 18:59,0,0,11
INC0002362,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:17,24/3/2016 18:40,0,0,4
INC0002363,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 10:18,24/3/2016 18:59,0,0,10
INC0002364,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 10:21,24/3/2016 18:40,1,0,7
INC0002365,2 - Medium,2 - Medium,3 - Moderate,Category 23,4/3/2016 10:21,9/3/2016 11:00,0,0,3
INC0002366,2 - Medium,2 - Medium,3 - Moderate,Category 57,4/3/2016 10:22,2/5/2016 10:12,0,0,27
INC0002367,3 - Low,3 - Low,4 - Low,Category 44,4/3/2016 10:23,24/3/2016 18:40,0,0,4
INC0002368,2 - Medium,2 - Medium,3 - Moderate,Category 42,4/3/2016 10:23,24/3/2016 18:40,0,0,4
INC0002369,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:23,9/3/2016 11:00,1,0,3
INC0002370,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:23,23/5/2016 11:07,0,0,4
INC0002371,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 10:24,24/3/2016 18:40,1,0,6
INC0002372,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 10:26,9/3/2016 11:00,0,0,1
INC0002373,2 - Medium,2 - Medium,3 - Moderate,Category 42,4/3/2016 10:28,24/3/2016 18:50,0,0,4
INC0002374,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 10:28,28/3/2016 10:59,1,0,6
INC0002375,3 - Low,3 - Low,4 - Low,Category 51,4/3/2016 10:28,24/3/2016 18:59,12,0,27
INC0002376,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 10:28,24/3/2016 18:59,3,0,15
INC0002377,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 10:30,23/5/2016 11:07,1,0,7
INC0002378,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:30,24/3/2016 18:59,3,0,18
INC0002379,2 - Medium,2 - Medium,3 - Moderate,Category 57,4/3/2016 10:30,27/3/2016 09:59,3,0,19
INC0002380,2 - Medium,2 - Medium,3 - Moderate,Category 40,4/3/2016 10:31,9/3/2016 15:00,0,0,4
INC0002381,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:34,24/3/2016 18:59,1,0,7
INC0002382,2 - Medium,2 - Medium,3 - Moderate,Category 43,4/3/2016 10:34,9/3/2016 11:00,0,0,1
INC0002383,2 - Medium,2 - Medium,3 - Moderate,Category 61,4/3/2016 10:37,24/3/2016 18:50,0,0,5
INC0002384,2 - Medium,2 - Medium,3 - Moderate,Category 30,4/3/2016 10:37,23/5/2016 11:07,1,0,9
INC0002385,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:37,24/3/2016 18:40,0,0,9
INC0002386,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 10:39,27/3/2016 09:59,1,0,14
INC0002389,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:44,24/3/2016 18:50,1,0,8
INC0002391,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:48,9/3/2016 15:00,0,0,2
INC0002392,2 - Medium,2 - Medium,3 - Moderate,Category 57,4/3/2016 10:48,28/3/2016 15:59,3,0,14
INC0002394,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 10:48,9/3/2016 18:00,1,0,3
INC0002396,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:52,27/3/2016 09:59,2,0,11
INC0002397,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:52,23/5/2016 11:07,0,0,5
INC0002398,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:53,24/3/2016 18:40,0,0,4
INC0002399,2 - Medium,2 - Medium,3 - Moderate,Category 44,4/3/2016 10:53,24/3/2016 18:50,0,0,8
INC0002400,2 - Medium,2 - Medium,3 - Moderate,Category 45,4/3/2016 10:54,3/5/2016 12:07,1,0,26
INC0002401,2 - Medium,2 - Medium,3 - Moderate,Category 42,4/3/2016 10:54,24/3/2016 18:40,1,0,8
INC0002402,2 - Medium,2 - Medium,3 - Moderate,Category 26,4/3/2016 10:55,24/3/2016 18:40,2,0,7
INC0002403,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 10:56,9/3/2016 12:00,0,0,1
INC0002405,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 10:58,24/3/2016 18:59,0,0,13
INC0002406,2 - Medium,2 - Medium,3 - Moderate,Category 37,4/3/2016 10:58,28/3/2016 14:59,1,0,10
INC0002407,2 - Medium,2 - Medium,3 - Moderate,Category 53,4/3/2016 10:58,9/3/2016 18:00,1,0,4
INC0002409,2 - Medium,2 - Medium,3 - Moderate,Category 32,4/3/2016 10:59,28/3/2016 08:59,3,0,16
INC0002411,2 - Medium,2 - Medium,3 - Moderate,Category 9,4/3/2016 11:04,24/3/2016 18:50,0,0,9
INC0002412,2 - Medium,2 - Medium,3 - Moderate,Category 20,4/3/2016 11:05,9/3/2016 12:00,1,0,5
INC0002414,2 - Medium,2 - Medium,3 - Moderate,Category 22,4/3/2016 11:12,19/4/2016 16:10,0,0,14
